파일명,성별,평균 피치 (Hz),카테고리
5ef7f6a6497740547350bcd9.wav,female,186.96344057427115,낮음
5ef74a52497740547350bb84.wav,female,219.74422703765103,낮음
5efa05fc8bbcd61f551d2931.wav,female,142.18167247397727,낮음
5f07c0acb140144dfcff09be.wav,female,149.5282841542319,낮음
5f0864c7b140144dfcff12cb.wav,female,161.23914053562436,낮음
5f0c79f3b140144dfcff2f78.wav,female,186.32005499297256,낮음
5f0e74d0b140144dfcff3fbc.wav,female,177.4577661692909,낮음
5ef95b8cbed0201b73513c67.wav,female,161.9669815911095,낮음
5f07c0c95a7f574dce591edf.wav,female,176.99236655838737,낮음
5f0864e3b140144dfcff12d1.wav,female,155.91071155440616,낮음
5f0c7a0fb140144dfcff2f79.wav,female,182.01036941811657,낮음
5f0e74e1b140144dfcff3fbd.wav,female,184.35513765440064,낮음
5f07c0ebb140144dfcff09c6.wav,female,162.48739539936224,낮음
5f0c7a2ab140144dfcff2f7a.wav,female,175.26923441312027,낮음
5f0e74fdb140144dfcff3fbe.wav,female,160.1822238306815,낮음
5ef95be4bed0201b73513c6b.wav,female,147.32694406422164,낮음
5f07c1065a7f574dce591ee1.wav,female,153.0968988222542,낮음
5f086510b140144dfcff12db.wav,female,160.55142229673976,낮음
5f0e751ab140144dfcff3fbf.wav,female,178.13945062590938,낮음
5f0475eeb140144dfcfef014.wav,female,167.96767685588748,낮음
5f086532b140144dfcff12e0.wav,female,143.93898781739816,낮음
5f0e752fb140144dfcff3fc0.wav,female,173.5845545983053,낮음
5ed848c3c90a530ee56b5e78.wav,female,140.9821386360031,낮음
5ecbaf902880d70f28611eaf.wav,female,153.7215243234457,낮음
5ed97b191dcf350eeded50c1.wav,female,192.9896633075512,낮음
5ecbb01f2880d70f28611eb2.wav,female,318.47847027797474,높음
5efd9104704f492ee1253bc9.wav,female,254.37469007228222,중간
5ecbb0339aa8ea0eec53edb4.wav,female,253.08784260341167,중간
5efd9135704f492ee1253bcb.wav,female,263.69064876676987,중간
5ed988321dcf350eeded50ca.wav,female,204.82551053061576,낮음
5ecbb04a9aa8ea0eec53edb5.wav,female,228.19456842049811,낮음
5efd9368704f492ee1253bd7.wav,female,293.1762716051896,중간
5efa07568bbcd61f551d2940.wav,female,189.57580832841222,낮음
5f086654b140144dfcff1300.wav,female,132.27969045645122,낮음
5ecfae3ec90a530ee56b57e2.wav,female,187.5359518190283,낮음
5ef7f83a497740547350bcec.wav,female,182.92452722416033,낮음
5f047677b140144dfcfef01e.wav,female,136.3118279084864,낮음
5ecfae5ec90a530ee56b57e3.wav,female,232.40085277257555,중간
5f04768fb140144dfcfef01f.wav,female,182.45059650691445,낮음
5ef7f8a7497740547350bcf1.wav,female,182.00967350871852,낮음
5efe15b2704f492ee1253d86.wav,female,150.20942172215652,낮음
5f0476d2b140144dfcfef021.wav,female,191.69495564518633,낮음
5f0d9a7fb140144dfcff388e.wav,female,159.3076506958469,낮음
5f04790bb140144dfcfef028.wav,female,124.98425056303371,낮음
5f0d9a91b140144dfcff3890.wav,female,199.3361399144014,낮음
5ef95e01bed0201b73513c84.wav,female,164.21441071049006,낮음
5efcaa90704f492ee125387a.wav,female,140.00606298854035,낮음
5f047933b140144dfcfef029.wav,female,146.84734916220808,낮음
5f0d9aa7b140144dfcff3894.wav,female,194.72811911734763,낮음
5ed3478cc90a530ee56b59b9.wav,female,209.66674844298683,낮음
5f0e76d5b140144dfcff3fd9.wav,female,166.5302244764751,낮음
5f0fb7bdb140144dfcff4868.wav,female,121.11380622869943,낮음
5efe1642704f492ee1253d8d.wav,female,176.2225509171936,낮음
5f0d9c02b140144dfcff38bc.wav,female,170.5991702813975,낮음
5f0e76ef5a7f574dce591fab.wav,female,151.18761314691812,낮음
5f0d9c13b140144dfcff38bf.wav,female,159.96827243733324,낮음
5ed347d0c90a530ee56b59ba.wav,female,201.0907034851217,낮음
5ef95e8fbed0201b73513c8b.wav,female,177.4399622854997,낮음
5f0d9c45b140144dfcff38c5.wav,female,163.63701064825256,낮음
5f0e7702b140144dfcff3fdc.wav,female,180.56311385340268,낮음
5f0322e8b140144dfcfede8c.wav,female,187.83963661197865,낮음
5f0d9c9b5a7f574dce591f8e.wav,female,169.92655701260935,낮음
5f0d9cb6b140144dfcff38cc.wav,female,167.52347243271103,낮음
5f0d9de75a7f574dce591f92.wav,female,143.58497397909224,낮음
5efcad84704f492ee1253892.wav,female,147.90262120841876,낮음
5f0d9dffb140144dfcff38eb.wav,female,163.0973884411661,낮음
5ef95f41bed0201b73513c93.wav,female,186.4126528549279,낮음
5efcad95704f492ee1253893.wav,female,172.46305610927234,낮음
5f0d9e1a5a7f574dce591f93.wav,female,153.94883192256322,낮음
5eceab4879bf120ed2b810a1.wav,female,190.4252599545164,낮음
5f047c1fb140144dfcfef04a.wav,female,183.34808665682482,낮음
5f0868b5b140144dfcff131c.wav,female,154.58254589763519,낮음
5f0d9e4bb140144dfcff38f1.wav,female,165.45102516435605,낮음
5f0fba54b140144dfcff48d3.wav,female,124.01672112733846,낮음
5f10d4bab140144dfcff5242.wav,female,145.56105591302213,낮음
5eceab6e2880d70f2861206f.wav,female,192.78587569875583,낮음
5efcadfc704f492ee1253898.wav,female,142.7146814039437,낮음
5f047c37b140144dfcfef04b.wav,female,190.79294441569027,낮음
5f0868eeb140144dfcff131d.wav,female,229.42707989655085,낮음
5f0d9e62b140144dfcff38f2.wav,female,135.50627604128297,낮음
5f0fba6eb140144dfcff48d7.wav,female,136.89134308084076,낮음
5ed133b31dcf350eeded4a10.wav,female,164.18070680861084,낮음
5ef95fa7bed0201b73513c97.wav,female,179.99376191470208,낮음
5f047c4eb140144dfcfef04c.wav,female,166.69062468520474,낮음
5f086924b140144dfcff131f.wav,female,156.80051261472533,낮음
5f0d9f51b140144dfcff3911.wav,female,140.69088657677315,낮음
5f047c6db140144dfcfef04d.wav,female,165.83823031572925,낮음
5f08693fb140144dfcff1320.wav,female,165.04171353652387,낮음
5f0d9f62b140144dfcff3912.wav,female,175.87550188653807,낮음
5f0e77d45a7f574dce591fac.wav,female,159.93312476218372,낮음
5ef96017bed0201b73513c9c.wav,female,179.04825991140805,낮음
5efe17aa704f492ee1253d9d.wav,female,178.6662209669716,낮음
5f086970b140144dfcff1323.wav,female,104.37997413160899,낮음
5f0d9f81b140144dfcff3915.wav,female,153.07215893276722,낮음
5f0e77e7b140144dfcff3fed.wav,female,195.17588569535073,낮음
5ed4b3ccc90a530ee56b5af5.wav,female,182.22415730669425,낮음
5eceacad7e21a10eee253644.wav,female,218.25305028374638,낮음
5f086985b140144dfcff1324.wav,female,95.51286390347632,낮음
5f0bc9d2b140144dfcff2a8d.wav,female,128.11882800160262,낮음
5f0d9f9fb140144dfcff3917.wav,female,156.95284512491986,낮음
5ed4b3eb2880d70f2861241b.wav,female,176.94811499556351,낮음
5ed348d279bf120ed2b8130c.wav,female,226.85770388873948,낮음
5eceace52880d70f28612072.wav,female,226.81843221935438,낮음
5efa0a258bbcd61f551d2964.wav,female,221.1684730937984,낮음
5f0869bdb140144dfcff1326.wav,female,119.03982631955519,낮음
5f0d9fd0b140144dfcff391d.wav,female,170.61258954417377,낮음
5f0e7805b140144dfcff3ff1.wav,female,169.22617496654001,낮음
5eceacf97e21a10eee253645.wav,female,252.01959110273492,중간
5f047cc7b140144dfcfef056.wav,female,200.33662556377323,낮음
5f0869efb140144dfcff1328.wav,female,91.21053672879219,낮음
5f0da0a7b140144dfcff393a.wav,female,186.82289437008558,낮음
5f0e781db140144dfcff3ff3.wav,female,163.85453008034324,낮음
5ed348f09aa8ea0eec53f205.wav,female,287.12214325091117,중간
5ecead5179bf120ed2b810a2.wav,female,233.26082314598415,중간
5eccadbc7e21a10eee2534b6.wav,female,190.35046562669243,낮음
5f047ce1b140144dfcfef058.wav,female,181.43258084909644,낮음
5f0da0bab140144dfcff393b.wav,female,175.1166675985989,낮음
5f0e7837b140144dfcff3ff5.wav,female,171.04032131782483,낮음
5f0fc6f5b140144dfcff49ac.wav,female,157.38454169466564,낮음
5ed98eec2880d70f286128e2.wav,female,195.39295248487053,낮음
5ed135597e21a10eee2537f8.wav,female,195.25672492175147,낮음
5ecead7b79bf120ed2b810a3.wav,female,232.02969603173128,중간
5ef960fabed0201b73513ca5.wav,female,174.08632268135733,낮음
5f0919abb140144dfcff184d.wav,female,156.38871996057406,낮음
5f0bca03b140144dfcff2a94.wav,female,170.49691466299137,낮음
5f0da0cab140144dfcff393c.wav,female,184.04037101619906,낮음
5f0fc707b140144dfcff49ad.wav,female,173.56432198661437,낮음
5ed98f057e21a10eee253eaa.wav,female,198.18123074919635,낮음
5ed4d93879bf120ed2b8144c.wav,female,186.49060541983542,낮음
5ed3490d9aa8ea0eec53f206.wav,female,258.17832755278573,중간
5f0919beb140144dfcff184e.wav,female,183.305518626914,낮음
5f0bca1bb140144dfcff2a95.wav,female,158.66474932052114,낮음
5f0da0e2b140144dfcff393d.wav,female,222.8445319760161,낮음
5f0fc722b140144dfcff49ae.wav,female,202.51238902931001,낮음
5f0919dab140144dfcff184f.wav,female,194.09539595213624,낮음
5f0da0f7b140144dfcff393e.wav,female,177.186642463319,낮음
5f0fc735b140144dfcff49af.wav,female,187.4788181411233,낮음
5ed135ef79bf120ed2b81225.wav,female,195.14797417694604,낮음
5eceae997e21a10eee253647.wav,female,186.31760760007631,낮음
5efcb07b704f492ee12538ae.wav,female,151.76808065580633,낮음
5f03d235b140144dfcfee462.wav,female,168.0539303416594,낮음
5efff8ce704f492ee1255b47.wav,female,230.07337450799642,중간
5f0919f1b140144dfcff1850.wav,female,175.72424993146257,낮음
5f0bca33b140144dfcff2a97.wav,female,182.67002017546392,낮음
5f0da1d2b140144dfcff394f.wav,female,161.58259438765953,낮음
5f0fc746b140144dfcff49b0.wav,female,185.12852807520804,낮음
5ef961c6bed0201b73513cab.wav,female,177.0175437479019,낮음
5efe190e704f492ee1253daa.wav,female,220.19143084074187,낮음
5f091a0ab140144dfcff1851.wav,female,160.20782407557533,낮음
5f0da1e4b140144dfcff3950.wav,female,170.81934542472487,낮음
5f0fc75db140144dfcff49b1.wav,female,151.90261970970252,낮음
5eccae639aa8ea0eec53eddd.wav,female,166.5137420597778,낮음
5f03d25cb140144dfcfee464.wav,female,188.3679217173484,낮음
5efff8fa704f492ee1255b4b.wav,female,219.71424893030994,낮음
5f091a25b140144dfcff1854.wav,female,181.37587476261712,낮음
5eceaf339aa8ea0eec53ef74.wav,female,194.1320188028192,낮음
5ef80cc2497740547350bd3a.wav,female,176.07200100441557,낮음
5f091b77b140144dfcff1880.wav,female,116.02924136597154,낮음
5f086addb140144dfcff1340.wav,female,112.24874489670592,낮음
5f0da22ab140144dfcff3953.wav,female,171.77440612772938,낮음
5eceaf6b1dcf350eeded487d.wav,female,215.55017495507144,낮음
5f091b88b140144dfcff1881.wav,female,143.69147689472584,낮음
5f086af3b140144dfcff1341.wav,female,114.52452877390976,낮음
5f0da23fb140144dfcff3954.wav,female,211.452684234235,낮음
5eccae977e21a10eee2534bb.wav,female,205.90016145334437,낮음
5f067603b140144dfcff041f.wav,female,138.11369210164685,낮음
5f091ba1b140144dfcff1882.wav,female,165.46859014623368,낮음
5f086b11b140144dfcff1342.wav,female,100.19172070657964,낮음
5f0da310b140144dfcff3964.wav,female,213.47635834677197,낮음
5ed9909e79bf120ed2b818d5.wav,female,214.86385613135846,낮음
5eceaff57e21a10eee25364b.wav,female,202.0011891479141,낮음
5ec3c5569aa8ea0eec53ec85.wav,female,188.80322328815308,낮음
5f067650b140144dfcff0421.wav,female,138.57197407030333,낮음
5f091bb6b140144dfcff1883.wav,female,180.71172539928537,낮음
5f0da326b140144dfcff3965.wav,female,187.39289284745328,낮음
5f0fc834b140144dfcff49d2.wav,female,118.14483213992787,낮음
5eceb0107e21a10eee25364c.wav,female,181.9675247861407,낮음
5ecde92c7e21a10eee253589.wav,male,148.10220234601547,낮음
5ec3c5889aa8ea0eec53ec86.wav,female,213.5598383860406,낮음
5efdd497704f492ee1253c8a.wav,male,182.13754618656193,높음
5f06766bb140144dfcff0422.wav,female,137.3108222984098,낮음
5f091bcdb140144dfcff1884.wav,female,156.73434244737808,낮음
5f0da371b140144dfcff3968.wav,female,188.5247400845798,낮음
5f0e7a89b140144dfcff403c.wav,female,131.05946016585693,낮음
5f0fc848b140144dfcff49d3.wav,female,189.40577397186834,낮음
5eceb06b2880d70f28612078.wav,female,260.5375253136973,중간
5ec3c5acc90a530ee56b540c.wav,female,228.9639577395665,낮음
5f06767fb140144dfcff0423.wav,female,141.46578062303112,낮음
5f091c36b140144dfcff188c.wav,female,189.88508306323504,낮음
5f0fc860b140144dfcff49d4.wav,female,194.64995298122824,낮음
5eceb0e31dcf350eeded487e.wav,female,212.57097760806437,낮음
5ec3c5d5c90a530ee56b540d.wav,female,220.32581937921492,낮음
5f067696b140144dfcff0424.wav,female,146.44518775218418,낮음
5f091c47b140144dfcff188d.wav,female,174.80389352289873,낮음
5f0da4fab140144dfcff3983.wav,female,145.5477407936348,낮음
5f0fc87fb140144dfcff49d9.wav,female,191.43958078866729,낮음
5eceb1067e21a10eee253650.wav,female,222.1119659652864,낮음
5ec3c5f41dcf350eeded456d.wav,female,201.15963546652475,낮음
5f0276f5b140144dfcfed881.wav,female,145.02552844691957,낮음
5f047e96b140144dfcfef099.wav,female,155.0181678036671,낮음
5f0676afb140144dfcff0425.wav,female,148.06896677812395,낮음
5f091c62b140144dfcff188e.wav,female,152.67417608865907,낮음
5f0bcb37b140144dfcff2ac0.wav,female,158.31718532778663,낮음
5f0da516b140144dfcff3984.wav,female,136.39944833239633,낮음
5f0e7ab7b140144dfcff4040.wav,female,134.1518572405763,낮음
5f0fc924b140144dfcff49eb.wav,female,181.0706719412027,낮음
5ed63dcd9aa8ea0eec53f4c4.wav,female,152.64679416032897,낮음
5eceb13779bf120ed2b810a6.wav,female,224.0889624298543,낮음
5eccaf0f1dcf350eeded46f0.wav,female,166.9654776100462,낮음
5ec3c6b27e21a10eee25335f.wav,female,250.3737223003431,중간
5efcb2ad704f492ee12538c3.wav,female,184.26347244538974,낮음
5f03d365b140144dfcfee471.wav,female,190.42315658117255,낮음
5f047eaeb140144dfcfef09d.wav,female,193.9258889623894,낮음
5ed6e8fb79bf120ed2b8164d.wav,female,162.395365536982,낮음
5f0676e4b140144dfcff0428.wav,female,116.19730983514208,낮음
5f091c99b140144dfcff1893.wav,female,161.82015246315444,낮음
5f0bcb4bb140144dfcff2ac2.wav,female,157.6685064633574,낮음
5f0da56cb140144dfcff3988.wav,female,140.5377053869972,낮음
5f0e7ad0b140144dfcff4042.wav,female,111.92338372381288,낮음
5f0fc921b140144dfcff49ea.wav,male,81.66385081537763,낮음
5ed34a4e79bf120ed2b81312.wav,female,187.70891617773566,낮음
5eceb1b4c90a530ee56b573e.wav,female,238.20905618666967,중간
5ecd9ad479bf120ed2b80f60.wav,female,278.01473773548014,중간
5ec3c6cf2880d70f28611d98.wav,female,226.02557238520689,낮음
5f03d37fb140144dfcfee472.wav,female,155.8345466010142,낮음
5f047ed1b140144dfcfef0a2.wav,female,165.1627379559613,낮음
5ed6e9121dcf350eeded4e2e.wav,female,173.24889662195136,낮음
5f0676fcb140144dfcff0429.wav,female,174.15293194036477,낮음
5f0da58ab140144dfcff3989.wav,female,165.9321481447742,낮음
5f0fc938b140144dfcff49ec.wav,female,195.51130778858726,낮음
5ed34aa679bf120ed2b81314.wav,female,214.88729987478877,낮음
5eceb1c6c90a530ee56b573f.wav,female,267.84774170233436,중간
5ecd9cc879bf120ed2b80f63.wav,female,254.4455846022412,중간
5ec3c6ea7e21a10eee253360.wav,female,240.58059331666874,중간
5f067715b140144dfcff042a.wav,female,162.53264551370825,낮음
5f0bcb62b140144dfcff2ac4.wav,female,190.38923973746108,낮음
5f0da66bb140144dfcff399c.wav,female,144.37800717473672,낮음
5f0e7ae1b140144dfcff4043.wav,female,128.8206051488982,낮음
5f0fc94ab140144dfcff49ee.wav,male,100.8820417142698,낮음
5eceb1d87e21a10eee253651.wav,female,247.27984308024804,중간
5ecdf6f29aa8ea0eec53eece.wav,female,231.86710726266924,중간
5ec3c75ec90a530ee56b5410.wav,female,220.34389384575812,낮음
5efe1bbb704f492ee1253dc5.wav,female,164.18266645932087,낮음
5f067736b140144dfcff042b.wav,female,130.07355218418584,낮음
5f0bcb7db140144dfcff2ac6.wav,female,179.6289724967507,낮음
5f0da681b140144dfcff399d.wav,female,144.57114431490533,낮음
5f0fc967b140144dfcff49f0.wav,female,211.63394838577992,낮음
5ed34ae57e21a10eee2538f8.wav,female,199.98324413028487,낮음
5eceb2111dcf350eeded4880.wav,female,188.75976143446553,낮음
5ecdf7362880d70f28611fa2.wav,female,235.75682797564968,중간
5efe1bfc704f492ee1253dc8.wav,female,161.77284176665657,낮음
5efcb40b704f492ee12538c9.wav,female,188.31331591073697,낮음
5f067751b140144dfcff042c.wav,female,138.67156687822438,낮음
5f091ddbb140144dfcff18b7.wav,female,169.1057897961963,낮음
5f0bcb95b140144dfcff2ac8.wav,female,152.7715293193395,낮음
5f0e7afeb140144dfcff4045.wav,female,119.96232117027867,낮음
5f0fc9cfb140144dfcff49f8.wav,female,182.3841301004469,낮음
5f10d767b140144dfcff526b.wav,female,165.23648579745722,낮음
5ed992509aa8ea0eec53f81a.wav,female,186.39728522868378,낮음
5ed34b0bc90a530ee56b59c5.wav,female,224.59435727229214,낮음
5eceb2279aa8ea0eec53ef77.wav,female,261.0797907963054,중간
5ec3c8382880d70f28611d9c.wav,female,189.30467769619062,낮음
5ed705aa7e21a10eee253c35.wav,female,168.52730206519163,낮음
5f06777eb140144dfcff042f.wav,female,137.59380020368454,낮음
5f091e1ab140144dfcff18bb.wav,female,137.38445188926474,낮음
5f0d1d8fb140144dfcff3298.wav,female,168.55044621453817,낮음
5f0fc9e7b140144dfcff49f9.wav,female,191.2711865264105,낮음
5f10d775b140144dfcff526c.wav,female,169.167541131513,낮음
5ed34b2c2880d70f286122f6.wav,female,167.72121293650147,낮음
5eceb2ab2880d70f2861207c.wav,female,222.03750954507476,낮음
5f067792b140144dfcff0430.wav,female,180.99610993859343,낮음
5f091e2db140144dfcff18bc.wav,female,159.3786454762272,낮음
5f0d1da4b140144dfcff329a.wav,female,176.99777861533013,낮음
5f0fca34b140144dfcff49fc.wav,female,148.03168520058895,낮음
5ed34b772880d70f286122f7.wav,female,220.531916535298,낮음
5eceb2c779bf120ed2b810aa.wav,female,277.3108048186565,중간
5ecd9dab79bf120ed2b80f66.wav,female,165.67672437087066,낮음
5ec3c8a49aa8ea0eec53ec89.wav,female,200.98882747043834,낮음
5f091e4ab140144dfcff18bd.wav,female,149.9688766525562,낮음
5ed34bb21dcf350eeded4b12.wav,female,251.73971898265745,중간
5eceb2e979bf120ed2b810ab.wav,female,238.10260506473128,중간
5f091e6cb140144dfcff18be.wav,female,142.10512430412265,낮음
5f0d1dc0b140144dfcff329c.wav,female,157.25288704514614,낮음
5f0e7b74b140144dfcff404e.wav,female,118.27461622488319,낮음
5ed34bea7e21a10eee2538fb.wav,female,226.9058743085585,낮음
5eceb3177e21a10eee253654.wav,female,216.03314372821055,낮음
5ecdf97a79bf120ed2b80feb.wav,female,228.4561819204662,낮음
5ec3c94c79bf120ed2b80dd2.wav,female,220.56954683562697,낮음
5efe1ce3704f492ee1253dcf.wav,female,206.82834235732503,낮음
5f091e85b140144dfcff18bf.wav,female,145.23154536709487,낮음
5f0bcd04b140144dfcff2af8.wav,female,145.44886197660102,낮음
5f0d1df6b140144dfcff32a0.wav,female,185.92618446199677,낮음
5ed34c127e21a10eee2538fc.wav,female,309.40743599171486,높음
5eceb32e2880d70f2861207d.wav,female,221.9725330512694,낮음
5ec3c9649aa8ea0eec53ec8a.wav,female,272.5753171163769,중간
5f00a55d704f492ee12563f2.wav,female,205.69231449798747,낮음
5f067812b140144dfcff043c.wav,female,161.21253561833808,낮음
5f0bcd19b140144dfcff2afc.wav,female,193.22143122320404,낮음
5ed34c5e1dcf350eeded4b13.wav,female,230.86928203214612,중간
5eceb3c479bf120ed2b810ad.wav,female,268.91319942062114,중간
5ec3ca35c90a530ee56b5417.wav,female,223.2463708083786,낮음
5eff4f74704f492ee1255437.wav,female,209.0734642557042,낮음
5f067824b140144dfcff043e.wav,female,168.4629421319238,낮음
5f054855b140144dfcfef8e6.wav,female,176.00074538192007,낮음
5f0d1e0eb140144dfcff32a2.wav,female,149.37525196820877,낮음
5ed34c9f9aa8ea0eec53f20c.wav,female,250.77611333565216,중간
5eceb3da9aa8ea0eec53ef79.wav,female,209.93358426472145,낮음
5ec3ca612880d70f28611d9f.wav,female,231.42246312863307,중간
5f067840b140144dfcff0440.wav,female,160.20818741005326,낮음
5f0bcd2fb140144dfcff2aff.wav,female,159.59844429053896,낮음
5ed34cbb1dcf350eeded4b14.wav,female,255.38204858517526,중간
5eceb3eb7e21a10eee253655.wav,female,228.17099605100682,낮음
5f067863b140144dfcff0442.wav,female,151.36309293608113,낮음
5f091ff0b140144dfcff18d7.wav,female,144.33163324122816,낮음
5f0d1e30b140144dfcff32a4.wav,female,169.0572246235294,낮음
5ed34ceb9aa8ea0eec53f20d.wav,female,270.29734733306304,중간
5eceb41679bf120ed2b810ae.wav,female,209.82235231142798,낮음
5f06787eb140144dfcff0444.wav,female,161.54150695622423,낮음
5f092008b140144dfcff18d9.wav,female,161.00502185587186,낮음
5f0bcd62b140144dfcff2b05.wav,female,146.07134274376,낮음
5ed34d217e21a10eee2538fd.wav,female,245.5209546417729,중간
5eceb4459aa8ea0eec53ef7a.wav,female,201.1121795708047,낮음
5ec3cc0e7e21a10eee253365.wav,female,220.26801594093646,낮음
5f07d068b140144dfcff0bec.wav,female,201.29479332758925,낮음
5f09201bb140144dfcff18da.wav,female,148.17540155686342,낮음
5ed34d402880d70f286122f9.wav,female,284.50482089625274,중간
5eceb4941dcf350eeded4882.wav,female,185.1756662454082,낮음
5f0fcbd1b140144dfcff4a11.wav,female,232.88057380398968,중간
5ed34d981dcf350eeded4b15.wav,female,195.3159163723609,낮음
5ed139d57e21a10eee253808.wav,female,193.90000509888597,낮음
5eceb4d01dcf350eeded4883.wav,female,231.11144678126848,중간
5efcb621704f492ee12538e6.wav,female,178.31037441306606,낮음
5f0fcbeab140144dfcff4a12.wav,female,190.46471563210275,낮음
5ed34dbc79bf120ed2b8131b.wav,female,250.34411760908554,중간
5ed139ec1dcf350eeded4a1c.wav,female,192.51348151802452,낮음
5eceb4ea7e21a10eee253659.wav,female,201.4370792743252,낮음
5f027a19b140144dfcfed8aa.wav,female,171.2361644838179,낮음
5ed34df27e21a10eee2538ff.wav,female,193.13847891731416,낮음
5eceb50c1dcf350eeded4884.wav,female,216.15975823776301,낮음
5f092116b140144dfcff18eb.wav,female,132.92445691547383,낮음
5f0fccf2b140144dfcff4a17.wav,female,208.1715996695611,낮음
5f111a39b140144dfcff54cb.wav,female,185.69453342920235,낮음
5ed34e149aa8ea0eec53f20f.wav,female,225.27923815963916,낮음
5eceb5ac9aa8ea0eec53ef7e.wav,female,229.96910235483952,낮음
5efcb706704f492ee12538ea.wav,female,201.95890628604744,낮음
5f0120f5704f492ee12565a0.wav,female,127.00800693940155,낮음
5f092173b140144dfcff18f6.wav,female,140.40968746672095,낮음
5f0bce16b140144dfcff2b19.wav,female,174.0086278726747,낮음
5f0fcd2ab140144dfcff4a19.wav,female,209.96881326924293,낮음
5f111a7fb140144dfcff54d1.wav,female,146.9955783128412,낮음
5ed34e372880d70f286122fa.wav,female,199.33811939559408,낮음
5eceb5d99aa8ea0eec53ef7f.wav,female,257.3938725633771,중간
5f0e7e63b140144dfcff4092.wav,female,125.63342324414151,낮음
5f0fcd44b140144dfcff4a1a.wav,female,194.97937136774667,낮음
5f112056b140144dfcff554b.wav,female,175.5446416814431,낮음
5ed34e86c90a530ee56b59c7.wav,female,316.7074476591811,높음
5eceb5fb9aa8ea0eec53ef80.wav,female,242.2356502334035,중간
5ecd9f7e7e21a10eee253522.wav,female,260.56261884730264,중간
5f0bce2bb140144dfcff2b1d.wav,female,170.5841610677287,낮음
5f0e7eb2b140144dfcff4095.wav,female,115.97225156668513,낮음
5f0fcd5db140144dfcff4a1d.wav,female,222.7045643460306,낮음
5f112070b140144dfcff554c.wav,female,203.9385211293559,낮음
5ed34e9c79bf120ed2b8131c.wav,female,308.41498646491704,높음
5eceb6279aa8ea0eec53ef81.wav,female,206.96063676631866,낮음
5ef5f179497740547350b7e8.wav,female,195.2061545636744,낮음
5ec3cd0979bf120ed2b80dda.wav,female,213.4285510529182,낮음
5f012150704f492ee12565a4.wav,female,174.82530116790235,낮음
5f0bce58b140144dfcff2b25.wav,female,140.6562172590372,낮음
5f0d1f0ab140144dfcff32bb.wav,female,148.22623399873802,낮음
5f0e7efdb140144dfcff4098.wav,female,118.75646698913002,낮음
5ed9c41b79bf120ed2b818f8.wav,female,148.1568121667419,낮음
5ed6415b1dcf350eeded4db7.wav,female,191.51861189254313,낮음
5ed34eb979bf120ed2b8131d.wav,female,324.98181273640307,높음
5eceb66b1dcf350eeded4887.wav,female,237.48761210293046,중간
5f012168704f492ee12565a5.wav,female,194.8755380845061,낮음
5f0bce75b140144dfcff2b2d.wav,female,159.63865062067111,낮음
5f0d1f1bb140144dfcff32bd.wav,female,171.3902364512612,낮음
5f0e7f15b140144dfcff4099.wav,female,132.67192289484674,낮음
5ed9c46179bf120ed2b818f9.wav,female,167.80575942224166,낮음
5eceb71179bf120ed2b810af.wav,female,240.4257966041782,중간
5ef5f1df497740547350b7ef.wav,female,178.06554741525966,낮음
5f012192704f492ee12565a8.wav,female,147.64004133721164,낮음
5f0bcea3b140144dfcff2b39.wav,female,152.6824142160105,낮음
5f0e7f2eb140144dfcff409a.wav,female,127.40690547232578,낮음
